year,species,species_latin,how_many_counted,total_hours
2012,"Palm Tanager",Thraupis palmarum,1,69.5
2013,"Palm Tanager",Thraupis palmarum,3,45
2014,"Palm Tanager",Thraupis palmarum,10,66.5
2015,"Palm Tanager",Thraupis palmarum,11,80.5
2016,"Palm Tanager",Thraupis palmarum,26,61.35
2017,"Palm Tanager",Thraupis palmarum,9,87
2018,"Palm Tanager",Thraupis palmarum,7,89.5
2019,"Palm Tanager",Thraupis palmarum,12,62
2010,"Golden-hooded Tanager",Tangara larvata,18,53
2011,"Golden-hooded Tanager",Tangara larvata,23,52
2012,"Golden-hooded Tanager",Tangara larvata,9,69.5
2013,"Golden-hooded Tanager",Tangara larvata,42,45
2014,"Golden-hooded Tanager",Tangara larvata,31,66.5
2015,"Golden-hooded Tanager",Tangara larvata,21,80.5
2016,"Golden-hooded Tanager",Tangara larvata,21,61.35
2017,"Golden-hooded Tanager",Tangara larvata,43,87
2018,"Golden-hooded Tanager",Tangara larvata,15,89.5
2019,"Golden-hooded Tanager",Tangara larvata,26,62
2010,"Rufous-winged Tanager",Tangara lavinia,3,53
2011,"Rufous-winged Tanager",Tangara lavinia,7,52
2012,"Rufous-winged Tanager",Tangara lavinia,7,69.5
2013,"Rufous-winged Tanager",Tangara lavinia,4,45
2014,"Rufous-winged Tanager",Tangara lavinia,14,66.5
2015,"Rufous-winged Tanager",Tangara lavinia,7,80.5
2016,"Rufous-winged Tanager",Tangara lavinia,5,61.35
2017,"Rufous-winged Tanager",Tangara lavinia,4,87
2018,"Rufous-winged Tanager",Tangara lavinia,2,89.5
2019,"Rufous-winged Tanager",Tangara lavinia,5,62
2010,"Bay-headed Tanager",Tangara gyrola,14,53
2011,"Bay-headed Tanager",Tangara gyrola,4,52
2012,"Bay-headed Tanager",Tangara gyrola,NA,69.5
2013,"Bay-headed Tanager",Tangara gyrola,12,45
2014,"Bay-headed Tanager",Tangara gyrola,2,66.5
2015,"Bay-headed Tanager",Tangara gyrola,NA,80.5
2016,"Bay-headed Tanager",Tangara gyrola,NA,61.35
2017,"Bay-headed Tanager",Tangara gyrola,5,87
2018,"Bay-headed Tanager",Tangara gyrola,2,89.5
2019,"Bay-headed Tanager",Tangara gyrola,NA,62
2010,"Silver-throated Tanager",Tangara icterocephala,3,53
2011,"Silver-throated Tanager",Tangara icterocephala,5,52
2012,"Silver-throated Tanager",Tangara icterocephala,10,69.5
2013,"Silver-throated Tanager",Tangara icterocephala,3,45
2014,"Silver-throated Tanager",Tangara icterocephala,33,66.5
2015,"Silver-throated Tanager",Tangara icterocephala,4,80.5
2016,"Silver-throated Tanager",Tangara icterocephala,22,61.35
2017,"Silver-throated Tanager",Tangara icterocephala,15,87
2018,"Silver-throated Tanager",Tangara icterocephala,NA,89.5
2019,"Silver-throated Tanager",Tangara icterocephala,32,62
2010,"Scarlet-thighed Dacnis",Dacnis venusta,2,53
2011,"Scarlet-thighed Dacnis",Dacnis venusta,NA,52
2012,"Scarlet-thighed Dacnis",Dacnis venusta,2,69.5
2013,"Scarlet-thighed Dacnis",Dacnis venusta,8,45
2014,"Scarlet-thighed Dacnis",Dacnis venusta,21,66.5
2015,"Scarlet-thighed Dacnis",Dacnis venusta,12,80.5
2016,"Scarlet-thighed Dacnis",Dacnis venusta,1,61.35
2017,"Scarlet-thighed Dacnis",Dacnis venusta,2,87
2018,"Scarlet-thighed Dacnis",Dacnis venusta,NA,89.5
2019,"Scarlet-thighed Dacnis",Dacnis venusta,14,62
2010,"Blue Dacnis",Dacnis cayana,NA,53
2011,"Blue Dacnis",Dacnis cayana,NA,52
2012,"Blue Dacnis",Dacnis cayana,NA,69.5
2013,"Blue Dacnis",Dacnis cayana,15,45
2014,"Blue Dacnis",Dacnis cayana,3,66.5
2015,"Blue Dacnis",Dacnis cayana,4,80.5
2016,"Blue Dacnis",Dacnis cayana,6,61.35
2017,"Blue Dacnis",Dacnis cayana,2,87
2018,"Blue Dacnis",Dacnis cayana,NA,89.5
2019,"Blue Dacnis",Dacnis cayana,6,62
2010,"Shining Honeycreeper",Cyanerpes lucidus,NA,53
2011,"Shining Honeycreeper",Cyanerpes lucidus,1,52
2012,"Shining Honeycreeper",Cyanerpes lucidus,3,69.5
2013,"Shining Honeycreeper",Cyanerpes lucidus,7,45
2014,"Shining Honeycreeper",Cyanerpes lucidus,8,66.5
2015,"Shining Honeycreeper",Cyanerpes lucidus,3,80.5
2016,"Shining Honeycreeper",Cyanerpes lucidus,3,61.35
2017,"Shining Honeycreeper",Cyanerpes lucidus,3,87
2018,"Shining Honeycreeper",Cyanerpes lucidus,NA,89.5
2019,"Shining Honeycreeper",Cyanerpes lucidus,3,62
2010,"Red-legged Honeycreeper",Cyanerpes cyaneus,NA,53
2011,"Red-legged Honeycreeper",Cyanerpes cyaneus,NA,52
2012,"Red-legged Honeycreeper",Cyanerpes cyaneus,1,69.5
2013,"Red-legged Honeycreeper",Cyanerpes cyaneus,17,45
2014,"Red-legged Honeycreeper",Cyanerpes cyaneus,71,66.5
2015,"Red-legged Honeycreeper",Cyanerpes cyaneus,19,80.5
2016,"Red-legged Honeycreeper",Cyanerpes cyaneus,33,61.35
2017,"Red-legged Honeycreeper",Cyanerpes cyaneus,4,87
2018,"Red-legged Honeycreeper",Cyanerpes cyaneus,2,89.5
2019,"Red-legged Honeycreeper",Cyanerpes cyaneus,11,62
2010,"Green Honeycreeper",Chlorophanes spiza,NA,53
2011,"Green Honeycreeper",Chlorophanes spiza,5,52
2012,"Green Honeycreeper",Chlorophanes spiza,NA,69.5
2013,"Green Honeycreeper",Chlorophanes spiza,23,45
2014,"Green Honeycreeper",Chlorophanes spiza,41,66.5
2015,"Green Honeycreeper",Chlorophanes spiza,13,80.5
2016,"Green Honeycreeper",Chlorophanes spiza,2,61.35
2017,"Green Honeycreeper",Chlorophanes spiza,3,87
2018,"Green Honeycreeper",Chlorophanes spiza,3,89.5
2019,"Green Honeycreeper",Chlorophanes spiza,8,62
2010,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,1,53
2011,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,52
2012,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,69.5
2013,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,45
2014,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,66.5
2015,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,80.5
2016,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,61.35
2017,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,87
2018,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,89.5
2019,"Black-and-yellow Tanager",Chrysothlypis chrysomelas,NA,62
2010,"Blue-black Grassquit",Volatinia jacarina,33,53
2011,"Blue-black Grassquit",Volatinia jacarina,14,52
2012,"Blue-black Grassquit",Volatinia jacarina,10,69.5
2013,"Blue-black Grassquit",Volatinia jacarina,11,45
2014,"Blue-black Grassquit",Volatinia jacarina,11,66.5
2015,"Blue-black Grassquit",Volatinia jacarina,25,80.5
2016,"Blue-black Grassquit",Volatinia jacarina,4,61.35
2017,"Blue-black Grassquit",Volatinia jacarina,29,87
2018,"Blue-black Grassquit",Volatinia jacarina,3,89.5
2019,"Blue-black Grassquit",Volatinia jacarina,11,62
2010,"Thick-billed Seed-Finch",Sporophila funerea,4,53
2011,"Thick-billed Seed-Finch",Sporophila funerea,NA,52
2012,"Thick-billed Seed-Finch",Sporophila funerea,9,69.5
2013,"Thick-billed Seed-Finch",Sporophila funerea,7,45
2014,"Thick-billed Seed-Finch",Sporophila funerea,5,66.5
2015,"Thick-billed Seed-Finch",Sporophila funerea,5,80.5
2016,"Thick-billed Seed-Finch",Sporophila funerea,2,61.35
2017,"Thick-billed Seed-Finch",Sporophila funerea,4,87
2018,"Thick-billed Seed-Finch",Sporophila funerea,8,89.5
2019,"Thick-billed Seed-Finch",Sporophila funerea,2,62
2010,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,53
2011,"Nicaraguan Seed-Finch",Sporophila nuttingi,1,52
2012,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,69.5
2013,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,45
2014,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,66.5
2015,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,80.5
2016,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,61.35
2017,"Nicaraguan Seed-Finch",Sporophila nuttingi,2,87
2018,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,89.5
2019,"Nicaraguan Seed-Finch",Sporophila nuttingi,NA,62
2010,"Variable Seedeater",Sporophila corvina,NA,53
2011,"Variable Seedeater",Sporophila corvina,NA,52
2012,"Variable Seedeater",Sporophila corvina,NA,69.5
2013,"Variable Seedeater",Sporophila corvina,NA,45
2014,"Variable Seedeater",Sporophila corvina,NA,66.5
2015,"Variable Seedeater",Sporophila corvina,55,80.5
2016,"Variable Seedeater",Sporophila corvina,66,61.35
2017,"Variable Seedeater",Sporophila corvina,81,87
2018,"Variable Seedeater",Sporophila corvina,50,89.5
2019,"Variable Seedeater",Sporophila corvina,94,62
2010,"Wing-barred Seedeater",Sporophila americana,17,53
2011,"Wing-barred Seedeater",Sporophila americana,35,52
2012,"Wing-barred Seedeater",Sporophila americana,24,69.5
2013,"Wing-barred Seedeater",Sporophila americana,5,45
2014,"Wing-barred Seedeater",Sporophila americana,63,66.5
2015,"Wing-barred Seedeater",Sporophila americana,NA,80.5
2016,"Wing-barred Seedeater",Sporophila americana,NA,61.35
2017,"Wing-barred Seedeater",Sporophila americana,NA,87
2018,"Wing-barred Seedeater",Sporophila americana,NA,89.5
2019,"Wing-barred Seedeater",Sporophila americana,NA,62
2010,"White-collared Seedeater",Sporophila torqueola,4,53
2011,"White-collared Seedeater",Sporophila torqueola,1,52
2012,"White-collared Seedeater",Sporophila torqueola,3,69.5
2013,"White-collared Seedeater",Sporophila torqueola,NA,45
2014,"White-collared Seedeater",Sporophila torqueola,46,66.5
2015,"White-collared Seedeater",Sporophila torqueola,22,80.5
2016,"White-collared Seedeater",Sporophila torqueola,18,61.35
2017,"White-collared Seedeater",Sporophila torqueola,10,87
2018,"White-collared Seedeater",Sporophila torqueola,8,89.5
2019,"White-collared Seedeater",Sporophila torqueola,2,62
2010,"Slate-colored Seedeater",Sporophila schistacea,NA,53
2011,"Slate-colored Seedeater",Sporophila schistacea,6,52
2012,"Slate-colored Seedeater",Sporophila schistacea,NA,69.5
2013,"Slate-colored Seedeater",Sporophila schistacea,NA,45
2014,"Slate-colored Seedeater",Sporophila schistacea,NA,66.5
2015,"Slate-colored Seedeater",Sporophila schistacea,NA,80.5
2016,"Slate-colored Seedeater",Sporophila schistacea,NA,61.35
2017,"Slate-colored Seedeater",Sporophila schistacea,NA,87
2018,"Slate-colored Seedeater",Sporophila schistacea,NA,89.5
2019,"Slate-colored Seedeater",Sporophila schistacea,NA,62
2010,"Bananaquit",Coereba flaveola,NA,53
2011,"Bananaquit",Coereba flaveola,5,52
2012,"Bananaquit",Coereba flaveola,NA,69.5
2013,"Bananaquit",Coereba flaveola,2,45
2014,"Bananaquit",Coereba flaveola,11,66.5
2015,"Bananaquit",Coereba flaveola,8,80.5
2016,"Bananaquit",Coereba flaveola,NA,61.35
2017,"Bananaquit",Coereba flaveola,5,87
2018,"Bananaquit",Coereba flaveola,6,89.5
2019,"Bananaquit",Coereba flaveola,4,62
2010,"Yellow-faced Grassquit",Tiaris olivaceus,10,53
2011,"Yellow-faced Grassquit",Tiaris olivaceus,11,52
2012,"Yellow-faced Grassquit",Tiaris olivaceus,6,69.5
2013,"Yellow-faced Grassquit",Tiaris olivaceus,2,45
2014,"Yellow-faced Grassquit",Tiaris olivaceus,7,66.5
2015,"Yellow-faced Grassquit",Tiaris olivaceus,40,80.5
2016,"Yellow-faced Grassquit",Tiaris olivaceus,14,61.35
2017,"Yellow-faced Grassquit",Tiaris olivaceus,46,87
2018,"Yellow-faced Grassquit",Tiaris olivaceus,12,89.5
2019,"Yellow-faced Grassquit",Tiaris olivaceus,10,62
2010,"Dusky-faced Tanager",Mitrospingus cassinii,NA,53
2011,"Dusky-faced Tanager",Mitrospingus cassinii,NA,52
2012,"Dusky-faced Tanager",Mitrospingus cassinii,NA,69.5
2013,"Dusky-faced Tanager",Mitrospingus cassinii,NA,45
2014,"Dusky-faced Tanager",Mitrospingus cassinii,NA,66.5
2015,"Dusky-faced Tanager",Mitrospingus cassinii,2,80.5
2016,"Dusky-faced Tanager",Mitrospingus cassinii,NA,61.35
2017,"Dusky-faced Tanager",Mitrospingus cassinii,NA,87
2018,"Dusky-faced Tanager",Mitrospingus cassinii,NA,89.5
2019,"Dusky-faced Tanager",Mitrospingus cassinii,NA,62
2010,"Buff-throated Saltator",Saltator maximus,4,53
2011,"Buff-throated Saltator",Saltator maximus,5,52
2012,"Buff-throated Saltator",Saltator maximus,4,69.5
2013,"Buff-throated Saltator",Saltator maximus,10,45
2014,"Buff-throated Saltator",Saltator maximus,15,66.5
2015,"Buff-throated Saltator",Saltator maximus,8,80.5
2016,"Buff-throated Saltator",Saltator maximus,2,61.35
2017,"Buff-throated Saltator",Saltator maximus,7,87
2018,"Buff-throated Saltator",Saltator maximus,4,89.5
2019,"Buff-throated Saltator",Saltator maximus,7,62
2010,"Black-headed Saltator",Saltator atriceps,6,53
2011,"Black-headed Saltator",Saltator atriceps,NA,52
2012,"Black-headed Saltator",Saltator atriceps,NA,69.5
2013,"Black-headed Saltator",Saltator atriceps,NA,45
2014,"Black-headed Saltator",Saltator atriceps,NA,66.5
2015,"Black-headed Saltator",Saltator atriceps,NA,80.5
2016,"Black-headed Saltator",Saltator atriceps,NA,61.35
2017,"Black-headed Saltator",Saltator atriceps,NA,87
2018,"Black-headed Saltator",Saltator atriceps,NA,89.5
2019,"Black-headed Saltator",Saltator atriceps,NA,62
2010,"Grayish Saltator",Saltator coerulescens,NA,53
2011,"Grayish Saltator",Saltator coerulescens,1,52
2012,"Grayish Saltator",Saltator coerulescens,NA,69.5
2013,"Grayish Saltator",Saltator coerulescens,NA,45
2014,"Grayish Saltator",Saltator coerulescens,2,66.5
2015,"Grayish Saltator",Saltator coerulescens,2,80.5
2016,"Grayish Saltator",Saltator coerulescens,NA,61.35
2017,"Grayish Saltator",Saltator coerulescens,NA,87
2018,"Grayish Saltator",Saltator coerulescens,NA,89.5
2019,"Grayish Saltator",Saltator coerulescens,2,62
2010,"Common Chlorospingus",Chlorospingus flavopectus,NA,53
2011,"Common Chlorospingus",Chlorospingus flavopectus,NA,52
2012,"Common Chlorospingus",Chlorospingus flavopectus,3,69.5
2013,"Common Chlorospingus",Chlorospingus flavopectus,NA,45
2014,"Common Chlorospingus",Chlorospingus flavopectus,NA,66.5
2015,"Common Chlorospingus",Chlorospingus flavopectus,11,80.5
2016,"Common Chlorospingus",Chlorospingus flavopectus,2,61.35
2017,"Common Chlorospingus",Chlorospingus flavopectus,8,87
2018,"Common Chlorospingus",Chlorospingus flavopectus,6,89.5
2019,"Common Chlorospingus",Chlorospingus flavopectus,4,62
2010,"Stripe-headed Sparrow",Peucaea ruficauda,NA,53
2011,"Stripe-headed Sparrow",Peucaea ruficauda,NA,52
2012,"Stripe-headed Sparrow",Peucaea ruficauda,NA,69.5
2013,"Stripe-headed Sparrow",Peucaea ruficauda,NA,45
2014,"Stripe-headed Sparrow",Peucaea ruficauda,NA,66.5
2015,"Stripe-headed Sparrow",Peucaea ruficauda,NA,80.5
2016,"Stripe-headed Sparrow",Peucaea ruficauda,NA,61.35
2017,"Stripe-headed Sparrow",Peucaea ruficauda,1,87
2018,"Stripe-headed Sparrow",Peucaea ruficauda,NA,89.5
2019,"Stripe-headed Sparrow",Peucaea ruficauda,NA,62
2010,"Olive Sparrow",Arremonops rufivirgatus,NA,53
2011,"Olive Sparrow",Arremonops rufivirgatus,NA,52
2012,"Olive Sparrow",Arremonops rufivirgatus,NA,69.5
2013,"Olive Sparrow",Arremonops rufivirgatus,NA,45
2014,"Olive Sparrow",Arremonops rufivirgatus,NA,66.5
2015,"Olive Sparrow",Arremonops rufivirgatus,NA,80.5
2016,"Olive Sparrow",Arremonops rufivirgatus,NA,61.35
2017,"Olive Sparrow",Arremonops rufivirgatus,1,87
2018,"Olive Sparrow",Arremonops rufivirgatus,NA,89.5
2019,"Olive Sparrow",Arremonops rufivirgatus,NA,62
2010,"Black-striped Sparrow",Arremonops conirostris,8,53
2011,"Black-striped Sparrow",Arremonops conirostris,3,52
2012,"Black-striped Sparrow",Arremonops conirostris,4,69.5
2013,"Black-striped Sparrow",Arremonops conirostris,4,45
2014,"Black-striped Sparrow",Arremonops conirostris,9,66.5
2015,"Black-striped Sparrow",Arremonops conirostris,11,80.5
2016,"Black-striped Sparrow",Arremonops conirostris,5,61.35
2017,"Black-striped Sparrow",Arremonops conirostris,8,87
2018,"Black-striped Sparrow",Arremonops conirostris,7,89.5
2019,"Black-striped Sparrow",Arremonops conirostris,10,62
2010,"Orange-billed Sparrow",Arremon aurantiirostris,NA,53
2011,"Orange-billed Sparrow",Arremon aurantiirostris,5,52
2012,"Orange-billed Sparrow",Arremon aurantiirostris,1,69.5
2013,"Orange-billed Sparrow",Arremon aurantiirostris,3,45
2014,"Orange-billed Sparrow",Arremon aurantiirostris,7,66.5
2015,"Orange-billed Sparrow",Arremon aurantiirostris,NA,80.5
2016,"Orange-billed Sparrow",Arremon aurantiirostris,1,61.35
2017,"Orange-billed Sparrow",Arremon aurantiirostris,6,87
2018,"Orange-billed Sparrow",Arremon aurantiirostris,1,89.5
2019,"Orange-billed Sparrow",Arremon aurantiirostris,2,62
2010,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,53
2011,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,52
2012,"Chestnut-capped Brushfinch",Arremon brunneinucha,1,69.5
2013,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,45
2014,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,66.5
2015,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,80.5
2016,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,61.35
2017,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,87
2018,"Chestnut-capped Brushfinch",Arremon brunneinucha,3,89.5
2019,"Chestnut-capped Brushfinch",Arremon brunneinucha,NA,62
2010,"Hepatic Tanager",Piranga flava,NA,53
2011,"Hepatic Tanager",Piranga flava,NA,52
2012,"Hepatic Tanager",Piranga flava,NA,69.5
2013,"Hepatic Tanager",Piranga flava,1,45
2014,"Hepatic Tanager",Piranga flava,NA,66.5
2015,"Hepatic Tanager",Piranga flava,NA,80.5
2016,"Hepatic Tanager",Piranga flava,NA,61.35
2017,"Hepatic Tanager",Piranga flava,1,87
2018,"Hepatic Tanager",Piranga flava,1,89.5
2019,"Hepatic Tanager",Piranga flava,2,62
2010,"Summer Tanager",Piranga rubra,3,53
2011,"Summer Tanager",Piranga rubra,12,52
2012,"Summer Tanager",Piranga rubra,5,69.5
2013,"Summer Tanager",Piranga rubra,5,45
2014,"Summer Tanager",Piranga rubra,11,66.5
2015,"Summer Tanager",Piranga rubra,5,80.5
2016,"Summer Tanager",Piranga rubra,7,61.35
2017,"Summer Tanager",Piranga rubra,17,87
2018,"Summer Tanager",Piranga rubra,11,89.5
2019,"Summer Tanager",Piranga rubra,5,62
2010,"Scarlet Tanager",Piranga olivacea,NA,53
2011,"Scarlet Tanager",Piranga olivacea,NA,52
2012,"Scarlet Tanager",Piranga olivacea,NA,69.5
2013,"Scarlet Tanager",Piranga olivacea,NA,45
2014,"Scarlet Tanager",Piranga olivacea,NA,66.5
2015,"Scarlet Tanager",Piranga olivacea,NA,80.5
2016,"Scarlet Tanager",Piranga olivacea,2,61.35
2017,"Scarlet Tanager",Piranga olivacea,NA,87
2018,"Scarlet Tanager",Piranga olivacea,NA,89.5
2019,"Scarlet Tanager",Piranga olivacea,NA,62
2010,"Western Tanager",Piranga ludoviciana,1,53
2011,"Western Tanager",Piranga ludoviciana,1,52
2012,"Western Tanager",Piranga ludoviciana,NA,69.5
2013,"Western Tanager",Piranga ludoviciana,NA,45
2014,"Western Tanager",Piranga ludoviciana,NA,66.5
2015,"Western Tanager",Piranga ludoviciana,NA,80.5
2016,"Western Tanager",Piranga ludoviciana,NA,61.35
2017,"Western Tanager",Piranga ludoviciana,2,87
2018,"Western Tanager",Piranga ludoviciana,NA,89.5
2019,"Western Tanager",Piranga ludoviciana,NA,62
2010,"Red-crowned Ant-Tanager",Habia rubica,NA,53
2011,"Red-crowned Ant-Tanager",Habia rubica,NA,52
2012,"Red-crowned Ant-Tanager",Habia rubica,NA,69.5
2013,"Red-crowned Ant-Tanager",Habia rubica,4,45
2014,"Red-crowned Ant-Tanager",Habia rubica,NA,66.5
2015,"Red-crowned Ant-Tanager",Habia rubica,NA,80.5
2016,"Red-crowned Ant-Tanager",Habia rubica,NA,61.35
2017,"Red-crowned Ant-Tanager",Habia rubica,10,87
2018,"Red-crowned Ant-Tanager",Habia rubica,2,89.5
2019,"Red-crowned Ant-Tanager",Habia rubica,NA,62
2010,"Red-throated Ant-Tanager",Habia fuscicauda,18,53
2011,"Red-throated Ant-Tanager",Habia fuscicauda,22,52
2012,"Red-throated Ant-Tanager",Habia fuscicauda,24,69.5
2013,"Red-throated Ant-Tanager",Habia fuscicauda,NA,45
2014,"Red-throated Ant-Tanager",Habia fuscicauda,7,66.5
2015,"Red-throated Ant-Tanager",Habia fuscicauda,8,80.5
2016,"Red-throated Ant-Tanager",Habia fuscicauda,4,61.35
2017,"Red-throated Ant-Tanager",Habia fuscicauda,10,87
2018,"Red-throated Ant-Tanager",Habia fuscicauda,11,89.5
2019,"Red-throated Ant-Tanager",Habia fuscicauda,11,62
2010,"Carmiol's Tanager",Chlorothraupis carmioli,4,53
2011,"Carmiol's Tanager",Chlorothraupis carmioli,NA,52
2012,"Carmiol's Tanager",Chlorothraupis carmioli,NA,69.5
2013,"Carmiol's Tanager",Chlorothraupis carmioli,NA,45
2014,"Carmiol's Tanager",Chlorothraupis carmioli,14,66.5
2015,"Carmiol's Tanager",Chlorothraupis carmioli,1,80.5
2016,"Carmiol's Tanager",Chlorothraupis carmioli,NA,61.35
2017,"Carmiol's Tanager",Chlorothraupis carmioli,6,87
